interaction_id,disease_id,molecule_a,molecule_b,identifier_a,identifier_b,species_a,species_b,host_organism,positive_interaction,detection_method,interaction_type,confidence_value
2844,3,MAPT,HNRNPD,UniProtP10636-8,UniProtQ14103,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2845,3,MAPT,HNRNPD,UniProtP10636-8,UniProtQ14103,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2846,3,MAPT,HNRNPDL,UniProtP10636-8,UniProtO14979,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2847,3,MAPT,HNRNPDL,UniProtP10636-8,UniProtO14979,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2848,3,MAPT,HNRNPH1,UniProtP10636-8,UniProtP31943,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2849,3,MAPT,HNRNPH1,UniProtP10636-8,UniProtP31943,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2850,3,MAPT,HNRNPH2,UniProtP10636-8,UniProtP55795,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2851,3,MAPT,HNRNPH2,UniProtP10636-8,UniProtP55795,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2852,3,MAPT,HNRNPK,UniProtP10636-8,UniProtP61978,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2853,3,MAPT,HNRNPK,UniProtP10636-8,UniProtP61978,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2854,3,MAPT,HNRNPK,UniProtP10636-8,UniProtP61978,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2855,3,MAPT,HNRNPL,UniProtP10636-8,UniProtP14866,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2856,3,MAPT,HNRNPM,UniProtP10636-8,UniProtP52272,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2857,3,MAPT,HNRNPR,UniProtP10636-8,UniProtO43390,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2858,3,MAPT,HNRNPR,UniProtP10636-8,UniProtO43390,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2859,3,MAPT,HNRNPU,UniProtP10636-8,UniProtQ00839,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2860,3,MAPT,HNRNPU,UniProtP10636-8,UniProtQ00839,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2861,3,MAPT,HNRNPUL1,UniProtP10636-8,UniProtQ9BUJ2,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2862,3,MAPT,HSPA9,UniProtP10636-8,UniProtP38646,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2863,3,MAPT,HSPA9,UniProtP10636-8,UniProtP38646,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2864,3,MAPT,HSPD1,UniProtP10636-8,UniProtP10809,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2865,3,MAPT,ILF3,UniProtP10636-8,UniProtQ12906,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2866,3,MAPT,KHDRBS1,UniProtP10636-8,UniProtQ07666,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2867,3,MAPT,KHDRBS1,UniProtP10636-8,UniProtQ07666,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2868,3,MAPT,KHSRP,UniProtP10636-8,UniProtQ92945,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2869,3,MAPT,KIF2A,UniProtP10636-8,UniProtO00139,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2870,3,MAPT,KIF2A,UniProtP10636-8,UniProtO00139,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2871,3,MAPT,KLC1,UniProtP10636-8,UniProtQ07866,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2872,3,MAPT,LRRC47,UniProtP10636-8,UniProtQ8N1G4,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2873,3,MAPT,LRRC47,UniProtP10636-8,UniProtQ8N1G4,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2874,3,MAPT,LRRFIP1,UniProtP10636-8,UniProtQ32MZ4,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2875,3,MAPT,LSM12,UniProtP10636-8,UniProtQ3MHD2,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2876,3,MAPT,LSM14B,UniProtP10636-8,UniProtQ9BX40,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2877,3,MAPT,LSM14B,UniProtP10636-8,UniProtQ9BX40,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2878,3,MAPT,MAGED2,UniProtP10636-8,UniProtQ9UNF1,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2879,3,MAPT,MAGED2,UniProtP10636-8,UniProtQ9UNF1,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2880,3,MAPT,MAP2,UniProtP10636-8,UniProtP11137,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2881,3,MAPT,MAP7D2,UniProtP10636-8,UniProtQ96T17,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2882,3,MAPT,MAPRE1,UniProtP10636-8,UniProtQ15691,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2883,3,MAPT,MARCKS,UniProtP10636-8,UniProtP29966,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2884,3,MAPT,MARCKS,UniProtP10636-8,UniProtP29966,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2885,3,MAPT,MARCKSL1,UniProtP10636-8,UniProtP49006,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2886,3,MAPT,MARCKSL1,UniProtP10636-8,UniProtP49006,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2887,3,MAPT,MARCKSL1,UniProtP10636-8,UniProtP49006,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2888,3,MAPT,MATR3,UniProtP10636-8,UniProtP43243,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2889,3,MAPT,MATR3,UniProtP10636-8,UniProtP43243,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2890,3,MAPT,NAP1L4,UniProtP10636-8,UniProtQ99733,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2891,3,MAPT,NARS1,UniProtP10636-8,UniProtO43776,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2892,3,MAPT,NONO,UniProtP10636-8,UniProtQ15233,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2893,3,MAPT,NPM1,UniProtP10636-8,UniProtP06748,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2894,3,MAPT,NPM1,UniProtP10636-8,UniProtP06748,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2895,3,MAPT,NPM1,UniProtP10636-8,UniProtP06748,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2896,3,MAPT,NSF,UniProtP10636-8,UniProtP46459,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2897,3,MAPT,PA2G4,UniProtP10636-8,UniProtQ9UQ80,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2898,3,MAPT,PA2G4,UniProtP10636-8,UniProtQ9UQ80,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2899,3,MAPT,PA2G4,UniProtP10636-8,UniProtQ9UQ80,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2900,3,MAPT,PABPC4,UniProtP10636-8,UniProtQ13310,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2901,3,MAPT,PAK2,UniProtP10636-8,UniProtQ13177,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2902,3,MAPT,PBDC1,UniProtP10636-8,UniProtQ9BVG4,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2903,3,MAPT,PBDC1,UniProtP10636-8,UniProtQ9BVG4,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2904,3,MAPT,PDAP1,UniProtP10636-8,UniProtQ13442,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2905,3,MAPT,PDAP1,UniProtP10636-8,UniProtQ13442,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2906,3,MAPT,PDAP1,UniProtP10636-8,UniProtQ13442,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2907,3,MAPT,PHGDH,UniProtP10636-8,UniProtO43175,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2908,3,MAPT,PLEC,UniProtP10636-8,UniProtQ15149,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2909,3,MAPT,PLEC,UniProtP10636-8,UniProtQ15149,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2910,3,MAPT,PPM1A,UniProtP10636-8,UniProtP35813,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2911,3,MAPT,PRDX1,UniProtP10636-8,UniProtQ06830,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2912,3,MAPT,PRKRA,UniProtP10636-8,UniProtO75569,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2913,3,MAPT,PRKRA,UniProtP10636-8,UniProtO75569,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2914,3,MAPT,PRPF19,UniProtP10636-8,UniProtQ9UMS4,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2915,3,MAPT,PSMA1,UniProtP10636-8,UniProtP25786,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2916,3,MAPT,PSMA1,UniProtP10636-8,UniProtP25786,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2917,3,MAPT,PSMA1,UniProtP10636-8,UniProtP25786,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2918,3,MAPT,PSMA2,UniProtP10636-8,UniProtP25787,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2919,3,MAPT,PSMA2,UniProtP10636-8,UniProtP25787,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2920,3,MAPT,PSMA7,UniProtP10636-8,UniProtO14818,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2921,3,MAPT,PSMB2,UniProtP10636-8,UniProtP49721,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2922,3,MAPT,PSMB2,UniProtP10636-8,UniProtP49721,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2923,3,MAPT,PSMB5,UniProtP10636-8,UniProtP28074,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2924,3,MAPT,PSMB7,UniProtP10636-8,UniProtQ99436,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2925,3,MAPT,PSMC3,UniProtP10636-8,UniProtP17980,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2926,3,MAPT,PSMC3,UniProtP10636-8,UniProtP17980,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2927,3,MAPT,PSMD1,UniProtP10636-8,UniProtQ99460,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2928,3,MAPT,PSMD12,UniProtP10636-8,UniProtO00232,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2929,3,MAPT,PSMD12,UniProtP10636-8,UniProtO00232,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2930,3,MAPT,PSMD13,UniProtP10636-8,UniProtQ9UNM6,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2931,3,MAPT,PSMD13,UniProtP10636-8,UniProtQ9UNM6,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2932,3,MAPT,PSMD14,UniProtP10636-8,UniProtO00487,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2933,3,MAPT,PSMD4,UniProtP10636-8,UniProtP55036,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2934,3,MAPT,PSMD4,UniProtP10636-8,UniProtP55036,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2935,3,MAPT,PSME1,UniProtP10636-8,UniProtQ06323,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2936,3,MAPT,PSME1,UniProtP10636-8,UniProtQ06323,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2937,3,MAPT,PTBP1,UniProtP10636-8,UniProtP26599,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2938,3,MAPT,RAB1B,UniProtP10636-8,UniProtQ9H0U4,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2939,3,MAPT,RAB1B,UniProtP10636-8,UniProtQ9H0U4,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2940,3,MAPT,RAB2A,UniProtP10636-8,UniProtP61019,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2941,3,MAPT,RAB5C,UniProtP10636-8,UniProtP51148,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2942,3,MAPT,RAB5C,UniProtP10636-8,UniProtP51148,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2943,3,MAPT,RACK1,UniProtP10636-8,UniProtP63244,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2944,3,MAPT,RACK1,UniProtP10636-8,UniProtP63244,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2945,3,MAPT,RACK1,UniProtP10636-8,UniProtP63244,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2946,3,MAPT,RBM3,UniProtP10636-8,UniProtP98179,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2947,3,MAPT,RBMX,UniProtP10636-8,UniProtP38159,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2948,3,MAPT,RBMX,UniProtP10636-8,UniProtP38159,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2949,3,MAPT,RPL10A,UniProtP10636-8,UniProtP62906,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2950,3,MAPT,RPL10A,UniProtP10636-8,UniProtP62906,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2951,3,MAPT,RPL10A,UniProtP10636-8,UniProtP62906,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2952,3,MAPT,RPL11,UniProtP10636-8,UniProtP62913,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2953,3,MAPT,RPL11,UniProtP10636-8,UniProtP62913,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2954,3,MAPT,RPL11,UniProtP10636-8,UniProtP62913,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2955,3,MAPT,RPL12,UniProtP10636-8,UniProtP30050,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2956,3,MAPT,RPL12,UniProtP10636-8,UniProtP30050,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2957,3,MAPT,RPL12,UniProtP10636-8,UniProtP30050,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2958,3,MAPT,RPL13,UniProtP10636-8,UniProtP26373,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2959,3,MAPT,RPL13,UniProtP10636-8,UniProtP26373,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2960,3,MAPT,RPL13,UniProtP10636-8,UniProtP26373,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2961,3,MAPT,RPL13A,UniProtP10636-8,UniProtP40429,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2962,3,MAPT,RPL13A,UniProtP10636-8,UniProtP40429,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2963,3,MAPT,RPL13A,UniProtP10636-8,UniProtP40429,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2964,3,MAPT,RPL15,UniProtP10636-8,UniProtP61313,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2965,3,MAPT,RPL15,UniProtP10636-8,UniProtP61313,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2966,3,MAPT,RPL15,UniProtP10636-8,UniProtP61313,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2967,3,MAPT,RPL17,UniProtP10636-8,UniProtP18621,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2968,3,MAPT,RPL17,UniProtP10636-8,UniProtP18621,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2969,3,MAPT,RPL17,UniProtP10636-8,UniProtP18621,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2970,3,MAPT,RPL18,UniProtP10636-8,UniProtQ07020,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2971,3,MAPT,RPL18A,UniProtP10636-8,UniProtQ02543,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2972,3,MAPT,RPL18A,UniProtP10636-8,UniProtQ02543,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2973,3,MAPT,RPL18A,UniProtP10636-8,UniProtQ02543,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2974,3,MAPT,RPL18A,UniProtP10636-8,UniProtQ02543,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2975,3,MAPT,RPL19,UniProtP10636-8,UniProtP84098,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2976,3,MAPT,RPL19,UniProtP10636-8,UniProtP84098,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2977,3,MAPT,RPL19,UniProtP10636-8,UniProtP84098,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2978,3,MAPT,RPL19,UniProtP10636-8,UniProtP84098,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2979,3,MAPT,RPL21,UniProtP10636-8,UniProtP46778,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2980,3,MAPT,RPL23,UniProtP10636-8,UniProtP62829,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2981,3,MAPT,RPL23,UniProtP10636-8,UniProtP62829,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2982,3,MAPT,RPL23A,UniProtP10636-8,UniProtP62750,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2983,3,MAPT,RPL23A,UniProtP10636-8,UniProtP62750,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2984,3,MAPT,RPL23A,UniProtP10636-8,UniProtP62750,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2985,3,MAPT,RPL24,UniProtP10636-8,UniProtP83731,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2986,3,MAPT,RPL24,UniProtP10636-8,UniProtP83731,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2987,3,MAPT,RPL24,UniProtP10636-8,UniProtP83731,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2988,3,MAPT,RPL24,UniProtP10636-8,UniProtP83731,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2989,3,MAPT,RPL27,UniProtP10636-8,UniProtP61353,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2990,3,MAPT,RPL27,UniProtP10636-8,UniProtP61353,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2991,3,MAPT,RPL27A,UniProtP10636-8,UniProtP46776,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2992,3,MAPT,RPL27A,UniProtP10636-8,UniProtP46776,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2993,3,MAPT,RPL28,UniProtP10636-8,UniProtP46779,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2994,3,MAPT,RPL28,UniProtP10636-8,UniProtP46779,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2995,3,MAPT,RPL28,UniProtP10636-8,UniProtP46779,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2996,3,MAPT,RPL28,UniProtP10636-8,UniProtP46779,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2997,3,MAPT,RPL29,UniProtP10636-8,UniProtP47914,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2998,3,MAPT,RPL29,UniProtP10636-8,UniProtP47914,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2999,3,MAPT,RPL29,UniProtP10636-8,UniProtP47914,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
3000,3,MAPT,RPL31,UniProtP10636-8,UniProtP62899,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
3001,3,MAPT,RPL31,UniProtP10636-8,UniProtP62899,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
3002,3,MAPT,RPL31,UniProtP10636-8,UniProtP62899,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
3003,3,MAPT,RPL32,UniProtP10636-8,UniProtP62910,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
3004,3,MAPT,RPL32,UniProtP10636-8,UniProtP62910,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
3005,3,MAPT,RPL32,UniProtP10636-8,UniProtP62910,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
3006,3,MAPT,RPL32,UniProtP10636-8,UniProtP62910,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
3007,3,MAPT,RPL34,UniProtP10636-8,UniProtP49207,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
3008,3,MAPT,RPL34,UniProtP10636-8,UniProtP49207,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
3009,3,MAPT,RPL34,UniProtP10636-8,UniProtP49207,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
