interactor_id,disease_id,accession,name,preferred_id,type,species,description
2136,2,EBI-4403289,GALC,UniProtP54803,protein,Homo sapiens,Galactocerebrosidase
2137,2,EBI-742898,PTPN9,UniProtP43378,protein,Homo sapiens,Tyrosine-protein phosphatase non-receptor type 9
2138,2,EBI-357094,PPP2R1B,UniProtP30154,protein,Homo sapiens,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform
2139,2,EBI-2799833,VPS52,UniProtQ8N1B4,protein,Homo sapiens,Vacuolar protein sorting-associated protein 52 homolog
2140,2,EBI-1050500,RAB25,UniProtP57735,protein,Homo sapiens,Ras-related protein Rab-25
2141,2,EBI-525456,BAIAP2,UniProtQ9UQB8,protein,Homo sapiens,Brain-specific angiogenesis inhibitor 1-associated protein 2
2142,2,EBI-4403270,GRTP1,UniProtQ5TC63,protein,Homo sapiens,Growth hormone-regulated TBC protein 1
2143,2,EBI-1384314,TAOK1,UniProtQ7L7X3,protein,Homo sapiens,Serine/threonine-protein kinase TAO1
2144,2,EBI-1171195,REPS1,UniProtQ96D71,protein,Homo sapiens,RalBP1-associated Eps domain-containing protein 1
2145,2,EBI-720706,ERBB3,UniProtP21860,protein,Homo sapiens,Receptor tyrosine-protein kinase erbB-3
2146,2,EBI-3046631,LANCL1,UniProtO43813,protein,Homo sapiens,Glutathione S-transferase LANCL1
2147,2,EBI-2561428,LEMD3,UniProtQ9Y2U8,protein,Homo sapiens,Inner nuclear membrane protein Man1
2148,2,EBI-1047039,PPM1B,UniProtO75688,protein,Homo sapiens,Protein phosphatase 1B
2149,2,EBI-1043674,TELO2,UniProtQ9Y4R8,protein,Homo sapiens,Telomere length regulation protein TEL2 homolog
2150,2,EBI-73933,RPS6KA4,UniProtO75676,protein,Homo sapiens,Ribosomal protein S6 kinase alpha-4
2151,2,EBI-2558745,MOB1B,UniProtQ7L9L4,protein,Homo sapiens,MOB kinase activator 1B
2152,2,EBI-3909604,GNAQ,UniProtP50148,protein,Homo sapiens,Guanine nucleotide-binding protein G(q) subunit alpha
2153,2,EBI-998440,NCSTN,UniProtQ92542,protein,Homo sapiens,Nicastrin
2154,2,EBI-1384100,TAOK3,UniProtQ9H2K8,protein,Homo sapiens,Serine/threonine-protein kinase TAO3
2155,2,EBI-1055680,TTI1,UniProtO43156,protein,Homo sapiens,TELO2-interacting protein 1 homolog
2156,2,EBI-356164,USO1,UniProtO60763,protein,Homo sapiens,General vesicular transport factor p115
2157,2,EBI-1186119,STAT5B,UniProtP51692,protein,Homo sapiens,Signal transducer and activator of transcription 5B
2158,2,EBI-751621,CSNK1D,UniProtP48730,protein,Homo sapiens,Casein kinase I isoform delta
2159,2,EBI-375446,ABI1,UniProtQ8IZP0,protein,Homo sapiens,Abl interactor 1
2160,2,EBI-4403447,MAPK14,UniProtQ16539-2,protein,Homo sapiens,Mitogen-activated protein kinase 14
2161,2,EBI-491274,RB1,UniProtP06400,protein,Homo sapiens,Retinoblastoma-associated protein
2162,2,EBI-4403685,GOLGA7,UniProtQ7Z5G4,protein,Homo sapiens,Golgin subfamily A member 7
2163,2,EBI-974488,CHEK1,UniProtO14757,protein,Homo sapiens,Serine/threonine-protein kinase Chk1
2164,2,EBI-2558217,HAUS3,UniProtQ68CZ6,protein,Homo sapiens,HAUS augmin-like complex subunit 3
2165,2,EBI-3246160,TRAPPC5,UniProtQ8IUR0,protein,Homo sapiens,Trafficking protein particle complex subunit 5
2166,2,EBI-357881,TUBGCP2,UniProtQ9BSJ2,protein,Homo sapiens,Gamma-tubulin complex component 2
2167,2,EBI-749652,NAPA,UniProtP54920,protein,Homo sapiens,Alpha-soluble NSF attachment protein
2168,2,EBI-77848,SNX9,UniProtQ9Y5X1,protein,Homo sapiens,Sorting nexin-9
2169,2,EBI-396137,CDC23,UniProtQ9UJX2,protein,Homo sapiens,Cell division cycle protein 23 homolog
2170,2,EBI-1384164,ANAPC7,UniProtQ9UJX3,protein,Homo sapiens,Anaphase-promoting complex subunit 7
2171,2,EBI-2514791,HAUS1,UniProtQ96CS2,protein,Homo sapiens,HAUS augmin-like complex subunit 1
2172,2,EBI-1001245,KNTC1,UniProtP50748,protein,Homo sapiens,Kinetochore-associated protein 1
2173,2,EBI-999909,SPC25,UniProtQ9HBM1,protein,Homo sapiens,Kinetochore protein Spc25
2174,2,EBI-351549,FLII,UniProtQ13045,protein,Homo sapiens,Protein flightless-1 homolog
2175,2,EBI-4403663,ERGIC2,UniProtQ96RQ1,protein,Homo sapiens,Endoplasmic reticulum-Golgi intermediate compartment protein 2
2176,2,EBI-1043463,CUX1,UniProtQ13948,protein,Homo sapiens,Protein CASP
2177,2,EBI-357001,HAX1,UniProtO00165,protein,Homo sapiens,HCLS1-associated protein X-1
2178,2,EBI-2107221,CLPB,UniProtQ9H078,protein,Homo sapiens,Mitochondrial disaggregase
2179,2,EBI-740364,NEK6,UniProtQ9HC98,protein,Homo sapiens,Serine/threonine-protein kinase Nek6
2180,2,EBI-373024,CDK11A,UniProtQ9UQ88,protein,Homo sapiens,Cyclin-dependent kinase 11A
2181,2,EBI-711619,SELENBP1,UniProtQ13228,protein,Homo sapiens,Methanethiol oxidase
2182,2,EBI-713832,PMF1,UniProtQ6P1K2,protein,Homo sapiens,Polyamine-modulated factor 1
2183,2,EBI-2861268,PITPNM1,UniProtO00562,protein,Homo sapiens,Membrane-associated phosphatidylinositol transfer protein 1
2184,2,EBI-2555055,NEDD1,UniProtQ8NHV4,protein,Homo sapiens,Protein NEDD1
2185,2,EBI-3437566,EXPH5,UniProtQ8NEV8,protein,Homo sapiens,Exophilin-5
2186,2,EBI-913524,CLASP2,UniProtO75122,protein,Homo sapiens,CLIP-associating protein 2
2187,2,EBI-2556107,DYNC1LI1,UniProtQ9Y6G9,protein,Homo sapiens,Cytoplasmic dynein 1 light intermediate chain 1
2188,2,EBI-397435,CALM1,UniProtP0DP25,protein,Homo sapiens,Calmodulin
2189,2,EBI-4310995,TMED1,UniProtQ13445,protein,Homo sapiens,Transmembrane emp24 domain-containing protein 1
2190,2,EBI-2799703,YIF1A,UniProtO95070,protein,Homo sapiens,Protein YIF1A
2191,2,EBI-4403649,SCAMP4,UniProtQ969E2,protein,Homo sapiens,Secretory carrier-associated membrane protein 4
2192,2,EBI-2876502,ACSF2,UniProtQ96CM8,protein,Homo sapiens,Medium-chain acyl-CoA ligase ACSF2; mitochondrial
2193,2,EBI-2652984,PLEKHA1,UniProtQ9HB21,protein,Homo sapiens,Pleckstrin homology domain-containing family A member 1
2194,2,EBI-714625,TBC1D17,UniProtQ9HA65,protein,Homo sapiens,TBC1 domain family member 17
2195,2,EBI-751422,SNX7,UniProtQ9UNH6,protein,Homo sapiens,Sorting nexin-7
2196,2,EBI-458376,STK38,UniProtQ15208,protein,Homo sapiens,Serine/threonine-protein kinase 38
2197,2,EBI-358882,MON2,UniProtQ7Z3U7,protein,Homo sapiens,Protein MON2 homolog
2198,2,EBI-1171169,CLTA,UniProtP09496,protein,Homo sapiens,Clathrin light chain A
2199,2,EBI-1014472,NF2,UniProtP35240,protein,Homo sapiens,Merlin
2200,2,EBI-718376,ARL8B,UniProtQ9NVJ2,protein,Homo sapiens,ADP-ribosylation factor-like protein 8B
2201,2,EBI-350606,MYO6,UniProtQ9UM54,protein,Homo sapiens,Unconventional myosin-VI
2202,2,EBI-79165,PICK1,UniProtQ9NRD5,protein,Homo sapiens,PRKCA-binding protein
2203,2,EBI-302405,ARHGEF2,UniProtQ92974,protein,Homo sapiens,Rho guanine nucleotide exchange factor 2
2204,2,EBI-968983,ATR,UniProtQ13535,protein,Homo sapiens,Serine/threonine-protein kinase ATR
2205,2,EBI-4402607,GOLT1B,UniProtQ9Y3E0,protein,Homo sapiens,Vesicle transport protein GOT1B
2206,2,EBI-1048931,PPP2R2A,UniProtP63151,protein,Homo sapiens,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform
2207,2,EBI-4402668,NAGLU,UniProtP54802,protein,Homo sapiens,Alpha-N-acetylglucosaminidase
2208,2,EBI-1782543,VPS45,UniProtQ9NRW7,protein,Homo sapiens,Vacuolar protein sorting-associated protein 45
2209,2,EBI-2371151,AP3M1,UniProtQ9Y2T2,protein,Homo sapiens,AP-3 complex subunit mu-1
2210,2,EBI-4402709,SEC61G,UniProtP60059,protein,Homo sapiens,Protein transport protein Sec61 subunit gamma
2211,2,EBI-372594,CIB1,UniProtQ99828,protein,Homo sapiens,Calcium and integrin-binding protein 1
2212,2,EBI-4402792,ARFRP1,UniProtQ13795,protein,Homo sapiens,ADP-ribosylation factor-related protein 1
2213,2,EBI-4402837,RABL2A,UniProtQ9UBK7-2,protein,Homo sapiens,Rab-like protein 2A
2214,2,EBI-536107,RAB3GAP2,UniProtQ9H2M9,protein,Homo sapiens,Rab3 GTPase-activating protein non-catalytic subunit
2215,2,EBI-751027,ITPK1,UniProtQ13572,protein,Homo sapiens,Inositol-tetrakisphosphate 1-kinase
2216,2,EBI-77938,SH3GL2,UniProtQ99962,protein,Homo sapiens,Endophilin-A1
2217,2,EBI-465804,DTNBP1,UniProtQ96EV8,protein,Homo sapiens,Dysbindin
2218,2,EBI-1043514,CLN5,UniProtO75503,protein,Homo sapiens,Ceroid-lipofuscinosis neuronal protein 5
2219,2,EBI-1644036,TBC1D1,UniProtQ86TI0,protein,Homo sapiens,TBC1 domain family member 1
2220,2,EBI-366083,TP53,UniProtP04637,protein,Homo sapiens,Cellular tumor antigen p53
2221,2,EBI-81215,CREBBP,UniProtQ92793,protein,Homo sapiens,CREB-binding protein
2222,2,EBI-347218,SIN3A,UniProtQ96ST3,protein,Homo sapiens,Paired amphipathic helix protein Sin3a
2223,2,EBI-394707,MED31,UniProtQ9Y3C7,protein,Homo sapiens,Mediator of RNA polymerase II transcription subunit 31
2224,2,EBI-473101,CRMP1,UniProtQ14194,protein,Homo sapiens,Dihydropyrimidinase-related protein 1
2225,2,EBI-396435,FEZ1,UniProtQ99689,protein,Homo sapiens,Fasciculation and elongation protein zeta-1
2226,2,EBI-711968,ECH1,UniProtQ13011,protein,Homo sapiens,Delta(3;5)-Delta(2;4)-dienoyl-CoA isomerase; mitochondrial
2227,2,EBI-347559,ELP1,UniProtO95163,protein,Homo sapiens,Elongator complex protein 1
2228,2,EBI-353208,XRCC6,UniProtP12956,protein,Homo sapiens,X-ray repair cross-complementing protein 6
2229,2,EBI-473138,PFN2,UniProtP35080,protein,Homo sapiens,Profilin-2
2230,2,EBI-473160,PIAS4,UniProtQ8N2W9,protein,Homo sapiens,E3 SUMO-protein ligase PIAS4
2231,2,EBI-473176,CEP126,UniProtQ9P2H0,protein,Homo sapiens,Centrosomal protein of 126 kDa
2232,2,EBI-473181,BARD1,UniProtQ99728,protein,Homo sapiens,BRCA1-associated RING domain protein 1
2233,2,EBI-473189,GPRASP2,UniProtQ96D09,protein,Homo sapiens,G-protein coupled receptor-associated sorting protein 2
2234,2,EBI-473196,LRIF1,UniProtQ5T3J3,protein,Homo sapiens,Ligand-dependent nuclear receptor-interacting factor 1
2235,2,EBI-473199,KAT7,UniProtO95251,protein,Homo sapiens,Histone acetyltransferase KAT7
2236,2,EBI-448202,GADD45G,UniProtO95257,protein,Homo sapiens,Growth arrest and DNA damage-inducible protein GADD45 gamma
2237,2,EBI-473220,SUMO2,UniProtP61956,protein,Homo sapiens,Small ubiquitin-related modifier 2
2238,2,EBI-473249,TADA3,UniProtO75528,protein,Homo sapiens,Transcriptional adapter 3
2239,2,EBI-399080,KAT5,UniProtQ92993,protein,Homo sapiens,Histone acetyltransferase KAT5
2240,2,EBI-473271,TCERG1,UniProtO14776,protein,Homo sapiens,Transcription elongation regulator 1
2241,2,EBI-473284,UTP14A,UniProtQ9BVJ6,protein,Homo sapiens,U3 small nucleolar RNA-associated protein 14 homolog A
2242,2,EBI-353844,VIM,UniProtP08670,protein,Homo sapiens,Vimentin
2243,2,EBI-6978501,Apaf1,UniProtQ9EPV5,protein,Rattus norvegicus (Rat),Apoptotic protease-activating factor 1
2244,2,EBI-524753,ZDHHC17,UniProtQ8IUH5,protein,Homo sapiens,Palmitoyltransferase ZDHHC17
2245,2,EBI-524785,SNAP25,UniProtP60880,protein,Homo sapiens,Synaptosomal-associated protein 25
2246,2,EBI-300895,Dlg4,UniProtQ62108,protein,Mus musculus,Disks large homolog 4
2247,2,EBI-524909,SYT1,UniProtP21579,protein,Homo sapiens,Synaptotagmin-1
2248,2,EBI-458098,Syt1,UniProtP21707,protein,Rattus norvegicus (Rat),Synaptotagmin-1
2249,2,EBI-748974,OPTN,UniProtQ96CV9,protein,Homo sapiens,Optineurin
2250,2,EBI-7473289,RAB8A,UniProtP61007,protein,Canis familiaris (dog),Ras-related protein Rab-8A
2251,2,EBI-994539,Hap1,UniProtP54256,protein,Rattus norvegicus (Rat),Huntingtin-associated protein 1
2252,2,EBI-724352,DCTN1,UniProtQ14203,protein,Homo sapiens,Dynactin subunit 1
2253,2,EBI-4314821,LSAMP,UniProtQ13449,protein,Homo sapiens,Limbic system-associated membrane protein
2254,2,EBI-1050906,EPB41,UniProtP11171,protein,Homo sapiens,Protein 4.1
2255,2,EBI-9071611,Ampd1,UniProtQ3V1D3,protein,Mus musculus,AMP deaminase 1
2256,2,EBI-299577,Vdac1,UniProtQ60932,protein,Mus musculus,Voltage-dependent anion-selective channel protein 1
2257,2,EBI-4287038,LDHAL6A,UniProtQ6ZMR3,protein,Homo sapiens,L-lactate dehydrogenase A-like 6A
2258,2,EBI-356507,CCT8,UniProtP50990,protein,Homo sapiens,T-complex protein 1 subunit theta
2259,2,EBI-353877,ENO1,UniProtP06733,protein,Homo sapiens,Alpha-enolase
2260,2,EBI-1224896,NDUFS3,UniProtO75489,protein,Homo sapiens,NADH dehydrogenase [ubiquinone] iron-sulfur protein 3; mitochondrial
2261,2,EBI-358607,EEF1D,UniProtP29692,protein,Homo sapiens,Elongation factor 1-delta
2262,2,EBI-354158,VDAC1,UniProtP21796,protein,Homo sapiens,Voltage-dependent anion-selective channel protein 1
2263,2,EBI-2321769,CHCHD2,UniProtQ9Y6H1,protein,Homo sapiens,Coiled-coil-helix-coiled-coil-helix domain-containing protein 2
2264,2,EBI-350322,DDB1,UniProtQ16531,protein,Homo sapiens,DNA damage-binding protein 1
2265,2,EBI-356687,CCT6A,UniProtP40227,protein,Homo sapiens,T-complex protein 1 subunit zeta
2266,2,EBI-1054052,STIP1,UniProtP31948,protein,Homo sapiens,Stress-induced-phosphoprotein 1
2267,2,EBI-4319465,NPTN,UniProtQ9Y639,protein,Homo sapiens,Neuroplastin
2268,2,EBI-6164392,FBN2,UniProtP35556,protein,Homo sapiens,Fibrillin-2
2269,2,EBI-3932264,MT-CO3,UniProtP00414,protein,Homo sapiens,Cytochrome c oxidase subunit 3
2270,2,EBI-297972,CD59,UniProtP13987,protein,Homo sapiens,CD59 glycoprotein
2271,2,EBI-6447201,OPCML,UniProtQ14982,protein,Homo sapiens,Opioid-binding protein/cell adhesion molecule
2272,2,EBI-1047480,COX6B1,UniProtP14854,protein,Homo sapiens,Cytochrome c oxidase subunit 6B1
2273,2,EBI-748312,NDUFV1,UniProtP49821,protein,Homo sapiens,NADH dehydrogenase [ubiquinone] flavoprotein 1; mitochondrial
2274,2,EBI-2115950,COX6A1,UniProtP12074,protein,Homo sapiens,Cytochrome c oxidase subunit 6A1; mitochondrial
2275,2,EBI-4314838,NEGR1,UniProtQ7Z3B1,protein,Homo sapiens,Neuronal growth regulator 1
2276,2,EBI-1059219,CNP,UniProtP09543,protein,Homo sapiens,2';3'-cyclic-nucleotide 3'-phosphodiesterase
2277,2,EBI-712466,STX1A,UniProtQ16623,protein,Homo sapiens,Syntaxin-1A
2278,2,EBI-1045087,NDUFA9,UniProtQ16795,protein,Homo sapiens,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9; mitochondrial
2279,2,EBI-2105756,MT-CO2,UniProtP00403,protein,Homo sapiens,Cytochrome c oxidase subunit 2
2280,2,EBI-8032987,SYT2,UniProtQ8N9I0,protein,Homo sapiens,Synaptotagmin-2
2281,2,EBI-745147,SIRPA,UniProtP78324,protein,Homo sapiens,Tyrosine-protein phosphatase non-receptor type substrate 1
2282,2,EBI-9071721,DPYSL2,UniProtQ16555-2,protein,Homo sapiens,Dihydropyrimidinase-related protein 2
2283,2,EBI-354196,VDAC3,UniProtQ9Y277,protein,Homo sapiens,Voltage-dependent anion-selective channel protein 3
2284,2,EBI-744302,GFAP,UniProtP14136,protein,Homo sapiens,Glial fibrillary acidic protein
2285,2,EBI-358583,BASP1,UniProtP80723,protein,Homo sapiens,Brain acid soluble protein 1
2286,2,EBI-2952751,ALDOC,UniProtP09972,protein,Homo sapiens,Fructose-bisphosphate aldolase C
2287,2,EBI-1053725,COX5B,UniProtP10606,protein,Homo sapiens,Cytochrome c oxidase subunit 5B; mitochondrial
2288,2,EBI-960169,STXBP1,UniProtP61764,protein,Homo sapiens,Syntaxin-binding protein 1
2289,2,EBI-713654,NDUFB9,UniProtQ9Y6M9,protein,Homo sapiens,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9
2290,2,EBI-715040,COX6C,UniProtP09669,protein,Homo sapiens,Cytochrome c oxidase subunit 6C
2291,2,EBI-9071725,SYP,UniProtP08247,protein,Homo sapiens,Synaptophysin
2292,2,EBI-5564336,CNTN1,UniProtQ12860,protein,Homo sapiens,Contactin-1
2293,2,EBI-7187133,GPM6A,UniProtP51674,protein,Homo sapiens,Neuronal membrane glycoprotein M6-a
2294,2,EBI-9071709,STX1B,UniProtP61266,protein,Homo sapiens,Syntaxin-1B
2295,2,EBI-1224427,UQCRH,UniProtP07919,protein,Homo sapiens,Cytochrome b-c1 complex subunit 6; mitochondrial
2296,2,EBI-9071731,GNAZ,UniProtP19086,protein,Homo sapiens,Guanine nucleotide-binding protein G(z) subunit alpha
2297,2,EBI-310986,EPB41L3,UniProtQ9Y2J2,protein,Homo sapiens,Band 4.1-like protein 3
2298,2,EBI-1047585,SLC25A12,UniProtO75746,protein,Homo sapiens,Electrogenic aspartate/glutamate antiporter SLC25A12; mitochondrial
2299,2,EBI-1246371,NDUFB10,UniProtO96000,protein,Homo sapiens,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10
2300,2,EBI-1246091,NDUFS5,UniProtO43920,protein,Homo sapiens,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5
2301,2,EBI-1052596,UQCRC1,UniProtP31930,protein,Homo sapiens,Cytochrome b-c1 complex subunit 1; mitochondrial
2302,2,EBI-9071715,THY1,UniProtP04216,protein,Homo sapiens,Thy-1 membrane glycoprotein
2303,2,EBI-359832,YWHAG,UniProtP61981,protein,Homo sapiens,14-3-3 protein gamma
2304,2,EBI-1224514,CYC1,UniProtP08574,protein,Homo sapiens,Cytochrome c1; heme protein; mitochondrial
2305,2,EBI-911391,DIRAS2,UniProtQ96HU8,protein,Homo sapiens,GTP-binding protein Di-Ras2
2306,2,EBI-372742,NDUFA13,UniProtQ9P0J0,protein,Homo sapiens,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13
2307,2,EBI-9071694,SLC6A1,UniProtP30531,protein,Homo sapiens,Sodium- and chloride-dependent GABA transporter 1
2308,2,EBI-3906285,CA4,UniProtP22748,protein,Homo sapiens,Carbonic anhydrase 4
2309,2,EBI-4315078,NTM,UniProtQ9P121,protein,Homo sapiens,Neurotrimin
2310,2,EBI-356942,GNB2,UniProtP62879,protein,Homo sapiens,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2
2311,2,EBI-8653150,PLP1,UniProtP60201,protein,Homo sapiens,Myelin proteolipid protein
2312,2,EBI-715087,GNAO1,UniProtP09471,protein,Homo sapiens,Guanine nucleotide-binding protein G(o) subunit alpha
2313,2,EBI-2800203,TPP1,UniProtO14773,protein,Homo sapiens,Tripeptidyl-peptidase 1
2314,2,EBI-715032,COX5A,UniProtP20674,protein,Homo sapiens,Cytochrome c oxidase subunit 5A; mitochondrial
2315,2,EBI-977302,PRNP,UniProtP04156,protein,Homo sapiens,Major prion protein
2316,2,EBI-1043922,NDUFS1,UniProtP28331,protein,Homo sapiens,NADH-ubiquinone oxidoreductase 75 kDa subunit; mitochondrial
2317,2,EBI-2967294,ASPH,UniProtQ12797,protein,Homo sapiens,Aspartyl/asparaginyl beta-hydroxylase
2318,2,EBI-79964,HSD17B10,UniProtQ99714,protein,Homo sapiens,3-hydroxyacyl-CoA dehydrogenase type-2
2319,2,EBI-350743,SRP9,UniProtP49458,protein,Homo sapiens,Signal recognition particle 9 kDa protein
2320,2,EBI-771950,Gnao1,UniProtP18872,protein,Mus musculus,Guanine nucleotide-binding protein G(o) subunit alpha
2321,2,EBI-9072039,Sptan1,UniProtP16546-2,protein,Mus musculus,Spectrin alpha chain; non-erythrocytic 1
2322,2,EBI-356951,Gnb2,UniProtP62880,protein,Mus musculus,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2
2323,2,EBI-770851,Atp1b1,UniProtP14094,protein,Mus musculus,Sodium/potassium-transporting ATPase subunit beta-1
2324,2,EBI-445084,Mog,UniProtQ61885,protein,Mus musculus,Myelin-oligodendrocyte glycoprotein
2325,2,EBI-2310045,Plp1,UniProtP60202,protein,Mus musculus,Myelin proteolipid protein
2326,2,EBI-775926,Sfxn3,UniProtQ91V61,protein,Mus musculus,Sideroflexin-3
2327,2,EBI-2257543,Stx1b,UniProtP61264,protein,Mus musculus,Syntaxin-1B
2328,2,EBI-457969,Syt2,UniProtP46097,protein,Mus musculus,Synaptotagmin-2
2329,2,EBI-772731,Ndufa9,UniProtQ9DC69,protein,Mus musculus,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9; mitochondrial
2330,2,EBI-398393,Rab3a,UniProtP63011,protein,Mus musculus,Ras-related protein Rab-3A
2331,2,EBI-445270,Snap25,UniProtP60879,protein,Mus musculus,Synaptosomal-associated protein 25
2332,2,EBI-775668,Syn2,UniProtQ64332,protein,Mus musculus,Synapsin-2
2333,2,EBI-8340199,Cenpv,UniProtQ9CXS4,protein,Mus musculus,Centromere protein V
2334,2,EBI-445322,Stxbp1,UniProtO08599,protein,Mus musculus,Syntaxin-binding protein 1
2335,2,EBI-444587,Slc1a2,UniProtP43006,protein,Mus musculus,Excitatory amino acid transporter 2
2336,2,EBI-643009,Luc7l2,UniProtQ7TNC4,protein,Mus musculus,Putative RNA-binding protein Luc7-like 2
2337,2,EBI-359843,Ywhag,UniProtP61982,protein,Mus musculus,14-3-3 protein gamma
2338,2,EBI-772515,Cnp,UniProtP16330,protein,Mus musculus,2';3'-cyclic-nucleotide 3'-phosphodiesterase
2339,2,EBI-445340,Syt1,UniProtP46096,protein,Mus musculus,Synaptotagmin-1
2340,2,EBI-541478,Itpr1,UniProtP11881,protein,Mus musculus,Inositol 1;4;5-trisphosphate receptor type 1
2341,2,EBI-773760,Uqcrc2,UniProtQ9DB77,protein,Mus musculus,Cytochrome b-c1 complex subunit 2; mitochondrial
2342,2,EBI-773751,Uqcrc1,UniProtQ9CZ13,protein,Mus musculus,Cytochrome b-c1 complex subunit 1; mitochondrial
2343,2,EBI-773122,Cs,UniProtQ9CZU6,protein,Mus musculus,Citrate synthase; mitochondrial
2344,2,EBI-9072186,Cdh13,UniProtQ9WTR5,protein,Mus musculus,Cadherin-13
2345,2,EBI-776087,Immt,UniProtQ8CAQ8,protein,Mus musculus,MICOS complex subunit Mic60
2346,2,EBI-1634288,Etfb,UniProtQ9DCW4,protein,Mus musculus,Electron transfer flavoprotein subunit beta
2347,2,EBI-8344171,Cpt1b,UniProtQ924X2,protein,Mus musculus,Carnitine O-palmitoyltransferase 1; muscle isoform
2348,2,EBI-445380,Slc25a12,UniProtQ8BH59,protein,Mus musculus,Electrogenic aspartate/glutamate antiporter SLC25A12; mitochondrial
2349,2,EBI-299847,Chchd3,UniProtQ9CRB9,protein,Mus musculus,MICOS complex subunit Mic19
2350,2,EBI-494201,Hbb-b1,UniProtP02088,protein,Mus musculus,Hemoglobin subunit beta-1
2351,2,EBI-645496,Cavin1,UniProtO54724,protein,Mus musculus,Caveolae-associated protein 1
2352,2,EBI-773210,Dlst,UniProtQ9D2G2,protein,Mus musculus,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex; mitochondrial
2353,2,EBI-444940,Ldha,UniProtP06151,protein,Mus musculus,L-lactate dehydrogenase A chain
2354,2,EBI-8329654,Atp5f1d,UniProtQ9D3D9,protein,Mus musculus,ATP synthase subunit delta; mitochondrial
